Epoch,Train Loss,Validation Loss
1,0.28045477197334473,0.12319819275289774
2,0.11919213314445651,0.11349372211843729
3,0.10422297981472647,0.10493072308599949
4,0.09722672600527199,0.09713738393038511
5,0.09283776566082118,0.08773259483277798
6,0.08475933128929868,0.08146308772265912
7,0.080753713009917,0.07934166975319386
8,0.07433233356901578,0.0693170741200447
9,0.06440213790201411,0.06144743338227272
10,0.05717293125558264,0.05435659009963274
11,0.0520960684599621,0.05053405342623592
12,0.045083555792059214,0.04009461095556617
13,0.03487039667231088,0.031019431119784713
14,0.028918753092994496,0.026979608135297893
15,0.025971947732020398,0.026517159584909678
16,0.024015790801875447,0.02274661706760526
17,0.022542995391223505,0.024161431239917874
18,0.021173416161719635,0.021377844270318747
19,0.019904106380227878,0.019822497898712755
20,0.018821858686908166,0.01981408572755754
21,0.01801296962634185,0.01850239112973213
22,0.017537783099604503,0.017396491859108208
23,0.016988667288833127,0.016902003227733074
24,0.016717704060506457,0.016780881863087415
25,0.016350772388621558,0.016149415262043477
26,0.016057560310642024,0.015960528026334943
27,0.015707023489307994,0.01561278011649847
28,0.015446405121296341,0.015594023908488453
29,0.015302954099084042,0.015137111907824874
30,0.014912805881123153,0.01511766246985644
31,0.014894206404723987,0.015418647485785187
32,0.014633499299727229,0.014834480895660817
33,0.014507227277915393,0.014546317094936968
34,0.014374050164443194,0.014476414350792766
35,0.014143440435279389,0.015233853994868696
36,0.01409560462402902,0.014472952578216791
37,0.013925213628087421,0.014278515777550637
38,0.013784432740958065,0.013735996047034859
39,0.013773387982224931,0.013641513930633665
40,0.01358522495673019,0.013857862213626504
41,0.013399774170651729,0.013833287451416255
42,0.013391562865818945,0.013401845656335353
43,0.01332823652298931,0.013589278049767017
44,0.013091842453850776,0.013143373816274107
45,0.013041817350313067,0.013206883217208087
46,0.012953544881346882,0.013159954850561918
47,0.01279936464294335,0.012889040214940906
48,0.01276091010575848,0.012730972515419126
49,0.012615964415350131,0.012899993499740959
50,0.012582949101354698,0.012585208611562848
