Epoch,Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
0,1.9406961822996334,1.8099539965391158,0.31959901157082343,0.39189453125
1,1.7296126746401495,1.6373731762170791,0.4381018814687826,0.4865234375
2,1.6151920015714607,1.5917942196130752,0.49842554209183676,0.51005859375
3,1.534038001785473,1.4885436832904815,0.5382134887028713,0.5583984375
4,1.4652836651218182,1.4687971264123916,0.572329400449383,0.57275390625
5,1.4153366344315665,1.4092599242925643,0.5956752233359278,0.59609375
6,1.3657363495048211,1.359083691239357,0.619140625,0.6138671875
7,1.3296227668012892,1.4185707688331604,0.6379105549077598,0.5984375
8,1.2990170273245598,1.3075267016887664,0.6542928890914333,0.6470703125
9,1.2733092770284535,1.2856517791748048,0.6642897004375652,0.662109375
10,1.2532986128816799,1.3021049708127976,0.6746293047861177,0.64814453125
11,1.2330427650286226,1.2760452926158905,0.6814094389579735,0.66328125
12,1.206698375088828,1.234182894229889,0.6959901147959183,0.68447265625
13,1.1959527810009158,1.2601489663124084,0.7022281568877551,0.670703125
14,1.1758879094707722,1.2350174903869628,0.7120256697644993,0.68564453125
15,1.1628593437525692,1.2278324514627457,0.7184151785106075,0.68515625
16,1.152050249430598,1.2048508316278457,0.720216836856336,0.7017578125
17,1.1368810747350966,1.2171805828809739,0.7287348533163265,0.69072265625
18,1.1215398196054964,1.1984962716698646,0.7361328124391789,0.70107421875
19,1.1069526763594881,1.2117861986160279,0.7422393177236829,0.69453125
20,1.099627887107888,1.1954145848751068,0.7467514349489796,0.70361328125
21,1.081388700677424,1.1671096712350846,0.7557517539481727,0.71484375
22,1.0722879618406296,1.1648908019065858,0.7585220026726626,0.7169921875
23,1.0606424787214823,1.1581865578889847,0.7643734055514239,0.7228515625
24,1.0485449481983573,1.1832748889923095,0.7695392221212387,0.70625
25,1.0411756132938423,1.1457150727510452,0.7736009246840769,0.72822265625
26,1.0376181629847507,1.1436997056007385,0.7759127869289748,0.72060546875
27,1.0245604837427333,1.1246164336800575,0.7812659439383721,0.73486328125
28,1.011318403239153,1.1388601779937744,0.7881696427963218,0.73388671875
29,1.0039750039577484,1.1333445966243745,0.7908960459183674,0.72822265625
30,0.9950619884291474,1.136722981929779,0.7949617346938775,0.73291015625
31,0.9910827622729905,1.1339507937431335,0.7977638712951115,0.73564453125
32,0.9790873728236373,1.1040301263332366,0.8026426978865449,0.7455078125
33,0.9742375411549393,1.0800192832946778,0.8042370856416469,0.75654296875
34,0.9602089764512315,1.1104969143867494,0.8119897961008306,0.738671875
35,0.9564535496186237,1.106164914369583,0.8141541772959183,0.7453125
36,0.9465698018974188,1.1246763050556183,0.8179767219995966,0.74091796875
37,0.9403561277657139,1.085006222128868,0.8192522322036782,0.75712890625
38,0.9306179662140048,1.0786232352256775,0.8239596619897959,0.75439453125
39,0.9265633009526194,1.0794134706258773,0.8262555802963218,0.75986328125
40,0.9163223276941144,1.088967001438141,0.8309948979591837,0.75673828125
41,0.9097931515805575,1.1091288417577743,0.8351482782436876,0.74912109375
42,0.9046611834545525,1.0816727787256242,0.8377192284987898,0.7615234375
43,0.8985653194237728,1.107715231180191,0.8401187819485761,0.7501953125
44,0.8925444818272883,1.078013078868389,0.841864636662055,0.76162109375
45,0.8846457187010317,1.1067849203944207,0.846177455417964,0.751171875
46,0.879924269050968,1.0653596490621566,0.8483737244897959,0.7685546875
47,0.8781245764420957,1.0894167944788933,0.8502391582849075,0.7599609375
48,0.8629383256240767,1.0735307037830353,0.8579599808673469,0.76513671875
49,0.858900460661674,1.0804958313703537,0.857975924805719,0.76552734375
50,0.8502983478259067,1.0625863373279572,0.861443718173066,0.76875
51,0.85149989596435,1.0911397337913513,0.8620057397959183,0.7642578125
52,0.8446878806060675,1.0717660993337632,0.865170599550617,0.77099609375
53,0.8401491532520372,1.0567189007997513,0.8663384887028713,0.77265625
54,0.831888814361728,1.0391984090209008,0.8704121492955149,0.78125
55,0.8314770089120281,1.0791670605540276,0.8715999682947081,0.77099609375
56,0.8227515476090568,1.0639288619160652,0.8734255420918368,0.77587890625
57,0.8203166993905087,1.0507587492465973,0.8756257973763407,0.7796875
58,0.8118751277120746,1.0553932189941406,0.8794523279885856,0.77763671875
59,0.8146239625556129,1.0555006682872772,0.8790338012028713,0.775
60,0.8048639911778119,1.0606833472847939,0.882880261662055,0.77802734375
61,0.8022039532661438,1.0455899745225907,0.884833386662055,0.78359375
62,0.7970496820552009,1.0523705795407294,0.8869778380102041,0.78115234375
63,0.7940545529127121,1.0450492441654204,0.8887755101432606,0.78388671875
64,0.7829896175131505,1.0624369844794272,0.8932756696428571,0.77568359375
65,0.7865988168181205,1.052330832183361,0.890740593173066,0.7810546875
66,0.7843087361175187,1.0519417464733123,0.8914660394799953,0.78369140625
67,0.77677590597649,1.0452092379331588,0.8955397003767441,0.78818359375
68,0.7802715739425348,1.0500081151723861,0.893913424744898,0.78173828125
69,0.7731688405786242,1.0586611449718475,0.8972935269073564,0.778125
70,0.768894835394256,1.0623077869415283,0.8991430167640958,0.779296875
71,0.768073880854918,1.0450717762112618,0.9015904017248932,0.78857421875
72,0.765596553683281,1.041936993598938,0.9010642538873517,0.79208984375
73,0.7590674344374209,1.0391822844743728,0.9038345026118415,0.78857421875
74,0.7517176541138668,1.0503387540578841,0.906919642978785,0.78681640625
75,0.7525972194817602,1.047820882499218,0.9076132017130755,0.78544921875
76,0.7558974714911714,1.0346481680870057,0.9048190369289748,0.7884765625
77,0.7500429345028741,1.029635840654373,0.9075414541424537,0.79541015625
78,0.7486908867651102,1.0468712866306304,0.909064094326934,0.78984375
79,0.7486183187183069,1.0351969078183174,0.9072863520408163,0.79111328125
80,0.7411941782552369,1.0350722953677178,0.913201530673066,0.7923828125
81,0.7387361134193382,1.0465304851531982,0.9132971939991932,0.78857421875
82,0.7369828430973754,1.0474765405058861,0.914552774356336,0.79052734375
83,0.7415489393229387,1.0273502171039581,0.9122727996840769,0.79521484375
84,0.7355359795750404,1.0322215184569359,0.9144929848155197,0.79375
85,0.7371179218194923,1.0463515177369118,0.9131457270408163,0.78701171875
86,0.7341920231678047,1.029881726205349,0.9157884248665401,0.7912109375
87,0.7303525610845916,1.0327034696936608,0.9168606506926673,0.79384765625
88,0.7266476145204233,1.04026790112257,0.9193399235302088,0.792578125
89,0.7306776621512004,1.0432827413082122,0.9172034439991932,0.7951171875
90,0.7259763120388498,1.0410111963748931,0.9189971302236829,0.7921875
91,0.7261574529871648,1.028589655458927,0.9198182398567394,0.79755859375
92,0.7296539453827605,1.0305097624659538,0.9170918367346939,0.7953125
93,0.7297633281167673,1.0288495048880577,0.9171755420310157,0.79560546875
94,0.7244795986584255,1.0195080637931824,0.9194076848881585,0.79755859375
95,0.7240144671226034,1.0342745035886765,0.9206513075196013,0.79482421875
96,0.72590100978102,1.0263986825942992,0.9182198661930707,0.79404296875
97,0.7257598760176678,1.0424407079815865,0.9181042730200047,0.790234375
98,0.727064962897982,1.0214868471026421,0.9180046237853109,0.79638671875
99,0.7204652115398523,1.0192934215068816,0.9216438139579735,0.7990234375
